bathrooms,bedrooms,latitude,longitude,price,interest_level
1.0,1,40.7067,-74.0071,2650,1
1.0,1,40.6516,-73.9631,1699,2
1.0,1,40.7682,-73.9545,2150,1
1.0,1,40.754,-73.9678,3400,2
1.0,2,40.7302,-73.9826,3445,1
1.0,0,40.7469,-73.9802,2795,1
1.0,2,40.7665,-73.985,3300,1
1.0,2,40.7739,-73.9477,2895,1
1.0,2,40.7695,-73.9603,3229,1
2.0,2,40.8014,-73.9427,2400,1
1.0,2,40.7494,-73.9875,3500,2
1.0,1,40.8433,-73.8327,1400,1
1.0,0,40.7441,-73.9964,2525,1
1.0,0,40.7716,-73.9506,2625,2
2.0,3,40.7637,-73.9846,5300,1
1.0,0,40.7391,-73.9936,2990,1
2.0,2,40.7316,-73.9871,4750,1
1.0,1,40.7372,-73.9981,3700,1
1.0,0,40.7612,-73.9978,2600,1
1.0,2,40.708,-73.9643,3295,1
1.0,3,40.8029,-73.9663,3554,1
1.0,2,40.7562,-73.9968,3190,1
1.0,1,40.7073,-74.0175,3080,2
2.0,3,40.7232,-74.0011,14500,1
1.0,1,40.7388,-73.9988,2700,2
2.0,2,40.6862,-73.9996,3600,1
1.0,1,40.8861,-73.9081,1900,2
2.0,4,40.7805,-73.9134,4100,1
1.0,2,40.8449,-73.9391,1900,2
1.0,3,40.678,-73.9694,2550,3
1.0,2,40.6753,-73.9405,1900,1
1.0,2,40.7609,-73.986,3850,1
2.0,2,40.776,-73.9839,8135,1
1.0,1,40.8696,-73.9174,1750,2
1.0,0,40.7575,-73.9625,2632,1
1.0,0,40.7441,-73.9964,2425,1
1.0,2,40.8002,-73.9656,3600,1
1.0,0,40.7406,-73.9822,2755,1
1.0,2,40.7586,-73.9838,3495,1
1.0,1,40.7698,-73.9512,3095,2
1.0,1,40.7284,-73.9818,3250,2
1.0,1,40.7074,-74.0111,3475,1
1.0,1,40.7053,-74.0098,2425,2
1.0,3,40.7687,-73.9883,4300,1
1.0,2,40.6866,-73.9597,2200,3
1.0,3,40.7081,-74.0065,3678,2
1.0,2,40.7182,-73.9818,3295,1
1.0,0,40.7471,-73.9808,2450,1
2.0,4,40.7593,-73.9962,5900,1
1.0,1,40.77,-73.9526,2150,1
1.0,2,40.8217,-73.9486,2500,1
1.0,0,40.7548,-73.9949,2850,1
1.0,2,40.7492,-73.9789,3700,1
2.0,2,40.7168,-74.0138,6695,1
2.0,3,40.7413,-73.9781,4900,1
1.0,3,40.7775,-73.9536,3778,1
1.0,0,40.8217,-73.9455,1650,3
2.0,5,40.7327,-73.9791,8112,1
1.0,2,40.7976,-73.9724,3000,3
1.0,1,40.7268,-74.0002,3325,1
1.0,2,40.7544,-73.9721,3100,3
1.0,1,40.7477,-73.9744,2425,1
1.0,0,40.7604,-73.9617,2750,1
1.0,1,40.7171,-74.0047,5935,1
1.0,0,40.7488,-73.8906,1500,1
2.0,3,40.7054,-74.0095,4362,3
1.0,2,40.7095,-74.0089,3325,1
1.0,0,40.7203,-73.9549,2500,2
1.0,0,40.7563,-73.9686,2275,1
2.0,4,40.78,-73.9475,5500,1
1.0,2,40.7471,-73.9846,3775,1
1.0,3,40.7378,-73.9877,5595,1
2.0,2,40.6881,-73.9794,5460,1
1.0,1,40.7779,-73.9525,3995,1
1.0,2,40.7423,-73.9996,4150,1
1.0,3,40.7275,-74.0034,4000,2
1.0,0,40.7064,-74.01,4290,1
2.0,3,40.8246,-73.9372,2700,1
1.0,3,40.7185,-73.9827,3900,2
1.0,0,40.7688,-73.9608,2895,1
1.0,0,40.7683,-73.9537,1850,1
1.0,2,40.7224,-73.9925,3000,3
1.0,0,40.7675,-73.9901,2700,1
1.0,0,40.7538,-73.97399999999998,2295,2
2.0,2,40.732,-74.0032,8500,2
1.0,0,40.789,-73.9688,2300,1
1.0,1,40.8157,-73.9592,2250,1
2.0,2,40.7521,-73.9743,6725,1
1.0,0,40.7568,-73.9982,2895,1
2.0,2,40.7826,-73.9572,7000,1
1.0,3,40.7996,-73.9622,4000,1
0.0,2,40.6468,-73.9546,1800,1
2.0,3,40.7487,-73.9755,5400,2
1.0,0,40.7489,-73.9765,2350,2
2.0,2,40.795,-73.9659,6025,1
2.0,4,40.7198,-73.9849,7900,1
2.0,3,40.7296,-73.9813,5500,1
1.0,3,40.8327,-73.943,2800,2
1.0,1,40.771,-73.9505,2595,1
1.0,1,40.7818,-73.9528,2500,1
2.0,2,40.7606,-73.96600000000002,7000,1
2.0,2,40.7341,-73.9896,5700,2
1.0,3,40.6669,-73.9354,2495,1
2.0,3,40.7548,-73.9944,5000,1
1.0,1,40.7635,-73.9848,3160,1
1.0,2,40.7268,-74.0018,4050,1
1.0,0,40.7928,-73.9737,3250,1
2.0,2,40.7615,-73.9662,8000,1
1.0,1,40.7479,-73.95,2743,1
1.0,2,40.7376,-73.9738,2850,3
1.0,3,40.8526,-73.9297,2700,1
1.0,0,40.7786,-73.976,2690,1
1.0,2,40.6605,-73.9401,1725,2
1.0,0,40.7413,-73.9809,2475,1
1.0,0,40.7023,-73.9895,2650,1
1.0,2,40.7617,-73.9626,2675,2
1.0,0,40.8198,-73.9578,1850,1
1.0,1,40.8307,-73.9144,1325,2
2.0,3,40.7488,-73.9868,4600,2
2.0,3,40.6897,-73.9799,6220,1
1.0,1,40.7639,-73.8226,1795,2
1.0,0,40.7204,-73.9887,2100,1
1.0,2,40.7231,-74.0044,3595,3
2.0,2,40.7287,-73.9808,3799,1
1.0,1,40.7288,-74.0031,2800,1
1.0,1,40.7457,-73.9563,2750,1
1.0,1,40.7752,-73.9622,5750,1
1.0,1,40.7752,-73.95100000000002,2525,2
1.0,0,40.7773,-73.9476,1675,2
2.0,3,40.7471,-73.9416,4700,2
1.0,2,40.6759,-73.9226,1850,2
1.0,3,40.7902,-73.9678,6000,1
1.0,0,40.7802,-73.9478,1950,1
1.0,3,40.7407,-73.9822,5500,1
1.0,3,40.6943,-73.9728,3395,1
1.0,0,40.7794,-73.9498,1900,1
1.0,1,40.7329,-74.0046,4495,1
1.0,1,40.7487,-73.9753,3399,1
1.0,1,40.7745,-73.9464,2450,2
2.0,2,40.7606,-73.9963,4550,1
1.0,0,40.7368,-73.9821,2350,1
1.0,1,40.7309,-74.00399999999998,3000,1
2.0,3,40.7339,-73.9815,5300,1
1.0,3,40.7274,-73.9882,5575,1
1.0,2,40.7318,-73.9864,3450,1
1.0,2,40.6668,-73.9615,3300,1
1.0,0,40.7709,-73.9917,2900,1
1.0,2,40.7465,-73.9803,3300,1
1.0,1,40.7706,-73.9536,1895,3
2.0,2,40.767,-73.9547,9950,1
2.0,2,40.7348,-73.9973,7500,1
1.0,1,40.7796,-73.9528,3000,3
1.0,0,40.6925,-73.9951,2125,1
1.0,0,40.7473,-73.9775,2000,1
1.0,2,40.753,-73.9959,3100,1
2.0,3,40.7304,-74.005,5295,2
1.0,0,40.7466,-73.9779,2350,2
1.0,2,40.6902,-73.9339,2195,3
2.0,2,40.7735,-73.9894,4500,2
1.0,0,40.7834,-73.9511,1950,1
1.0,2,40.7629,-73.9856,3395,1
1.0,1,40.7516,-74.0032,3565,2
1.0,0,40.7953,-73.9667,2450,1
1.0,0,40.7197,-73.99600000000002,2000,1
1.0,1,40.7426,-73.979,3095,1
1.0,1,40.7799,-73.952,2200,1
1.0,3,40.7319,-73.9817,5109,1
1.0,0,40.7307,-73.9827,1850,2
1.0,3,40.708,-74.0149,4200,2
1.0,0,40.7716,-73.9506,2750,1
1.0,1,40.7674,-73.9151,2150,1
1.0,0,40.7675,-73.9607,2400,2
1.0,1,40.6886,-73.9848,3100,1
1.0,1,40.7782,-73.9482,2600,1
1.0,3,40.7264,-73.943,3250,1
1.5,1,40.7158,-73.8543,2100,1
1.0,1,40.7168,-73.952,3550,1
1.0,0,40.7803,-73.9496,1800,1
1.0,1,40.7073,-74.0105,3100,1
1.0,1,40.6866,-73.9554,2300,1
1.0,1,40.8253,-73.8541,1450,1
1.0,2,40.7441,-74.0002,2720,2
1.0,0,40.774,-73.9501,2000,2
1.0,1,40.8404,-73.9376,1600,1
1.0,2,40.8234,-73.9457,1900,2
1.0,0,40.7674,-73.9837,2775,1
1.0,3,40.7804,-73.9484,3895,1
1.0,3,40.7088,-74.0059,3100,2
1.0,3,40.7643,-73.9905,4495,1
1.0,0,40.7297,-73.9999,2195,1
1.0,2,40.7923,-73.9724,4000,1
1.0,1,40.7681,-73.9858,3995,1
1.0,3,40.7258,-73.9787,3600,3
2.0,2,40.7725,-73.9819,11095,1
1.0,0,40.7575,-73.9625,2550,1
4.0,4,40.8233,-73.9528,4295,1
1.0,2,40.7611,-73.9942,3600,1
1.0,1,40.7466,-73.9788,2250,3
1.0,0,40.7708,-73.9516,2150,1
1.0,0,40.7446,-73.97399999999998,2195,2
1.0,0,40.7334,-74.0047,3395,1
2.0,4,40.7593,-73.9962,5400,2
1.0,0,40.719,-73.9965,1800,2
1.0,0,40.7482,-73.9808,3150,1
1.0,3,40.7488,-73.9868,4000,3
2.0,3,40.7606,-73.9963,4700,2
1.0,1,40.7288,-74.0031,2800,1
1.0,1,40.678,-73.9909,3332,1
1.0,1,40.7486,-73.9805,3295,1
1.0,4,40.7434,-73.9933,5800,3
1.0,3,40.7595,-73.9712,4400,2
1.0,1,40.7676,-73.9549,2395,1
1.0,1,40.753,-73.9958,3300,1
1.0,3,40.7391,-74.0016,6295,2
1.0,2,40.7492,-73.9789,3100,2
1.0,0,40.6887,-73.9851,2325,1
1.0,2,40.7764,-73.9548,2800,3
2.0,3,40.8247,-73.9488,2859,2
1.0,1,40.7691,-73.9857,4300,1
1.0,4,40.6905,-73.9167,3100,1
1.0,0,40.8404,-73.9376,1400,2
1.0,4,40.7513,-73.9721,5800,1
1.0,1,40.8462,-73.94,2350,1
1.0,0,40.773,-73.9506,1895,1
1.0,2,40.7593,-73.9959,3350,1
1.0,1,40.7494,-73.9875,2975,1
1.0,1,40.78,-73.949,2350,1
2.0,3,40.7617,-73.9618,3395,2
2.0,2,40.7838,-73.9535,7350,1
1.0,0,40.7611,-73.9989,2995,1
1.0,2,40.7719,-73.9544,3100,2
1.0,2,40.7631,-73.9581,2850,1
1.0,2,40.7645,-73.9889,3350,1
1.0,0,40.7712,-73.9556,1775,1
0.0,3,40.8198,-73.9578,3250,1
1.0,0,40.7672,-73.9679,2300,2
1.0,1,40.7109,-74.0165,2395,2
1.0,1,40.7643,-73.9918,2995,1
1.0,2,40.7321,-73.9906,3400,1
1.0,0,40.7803,-73.9496,1825,1
1.0,2,40.7376,-73.9828,3500,2
1.0,0,40.7301,-73.9865,2950,1
1.0,0,40.7326,-73.9965,2650,1
1.0,2,40.7439,-73.9743,3300,2
1.0,2,40.7739,-73.9477,2895,2
2.0,2,40.7141,-74.0096,9950,1
3.0,3,40.7793,-73.9492,6500,1
0.0,3,40.6945,-73.9092,2400,1
1.0,1,40.7539,-73.9677,3200,2
1.0,1,40.747,-73.985,3000,1
1.0,0,40.803,-73.9664,2850,1
2.0,2,40.7604,-73.9686,4600,1
1.0,1,40.7301,-74.0042,3550,1
1.0,1,40.7382,-73.9965,5073,1
1.0,1,40.7943,-73.9675,2900,2
1.0,1,40.7638,-73.9667,2395,1
2.0,4,40.7243,-73.9784,5995,1
1.0,1,40.7233,-73.9946,3595,1
1.0,2,40.6774,-73.9644,2200,2
1.0,0,40.7568,-73.9982,2700,1
1.0,0,40.6869,-73.9182,2200,1
1.0,1,40.7316,-73.9839,2300,1
1.0,1,40.7796,-73.9774,2595,1
1.0,2,40.6232,-74.0012,1550,3
1.0,2,40.7085,-74.0151,2600,2
1.0,1,40.716,-74.0036,3750,1
1.0,1,40.8011,-73.9652,1965,3
1.0,1,40.7306,-73.98899999999998,3750,2
1.0,3,40.8561,-73.9282,1856,2
1.0,0,40.7391,-73.9963,1999,1
1.0,0,40.7917,-73.9403,1550,1
1.0,1,40.7284,-73.9831,2150,1
1.0,1,40.844,-73.9397,1700,1
0.0,1,40.7316,-73.9839,2350,1
1.0,0,40.7067,-74.0101,3495,1
1.0,1,40.7688,-73.9548,2500,2
1.0,2,40.7457,-73.9785,3400,2
1.0,0,40.7706,-73.9489,1855,1
1.0,1,40.7476,-73.9732,4025,1
1.0,2,40.7635,-73.9852,3850,1
1.0,1,40.6724,-73.9527,2600,1
1.0,2,40.7074,-74.0122,3575,1
2.0,2,40.7677,-73.9916,5837,1
1.0,2,40.7745,-73.9897,7450,1
1.0,2,40.6231,-74.0296,2200,2
1.0,3,40.7743,-73.9874,3600,1
1.5,5,40.6822,-73.9578,5000,1
1.0,1,40.7354,-74.0054,3695,1
2.0,3,40.7889,-73.9755,15500,1
1.0,1,40.7358,-73.9857,3495,1
1.0,3,40.7681,-73.9594,3600,3
2.0,2,40.7621,-73.9956,4395,1
1.0,2,40.8431,-73.9358,1950,1
1.0,2,40.6835,-73.9783,3100,1
1.0,1,40.7736,-73.9514,3100,1
1.0,2,40.7148,-73.9987,2400,2
1.0,1,40.7651,-73.9874,2250,1
1.0,1,40.7419,-73.9949,4470,1
1.0,0,40.8217,-73.9455,1650,3
1.0,2,40.7989,-73.9604,2300,2
1.0,1,40.7739,-73.9893,2950,1
1.0,1,40.7769,-73.9531,3300,1
1.0,2,40.7228,-73.9945,4300,2
1.0,2,40.6954,-73.9317,2550,1
1.0,1,40.7528,-74.0032,3290,1
1.0,1,40.7772,-73.9488,1995,3
1.0,0,40.706,-74.0088,2400,1
1.0,3,40.7139,-74.0084,4700,1
1.5,0,40.7495,-74.0029,5250,1
2.0,3,40.753,-73.9958,4800,1
2.0,5,40.8047,-73.9568,6500,1
1.0,0,40.769,-73.9436,2150,2
1.0,1,40.7643,-73.9905,2795,2
2.0,2,40.7434,-73.9902,7500,1
1.0,0,40.7461,-73.9757,2825,1
1.0,1,40.7693,-73.9546,2195,2
1.0,2,40.7423,-73.99600000000002,4100,3
2.0,2,40.6927,-73.986,3835,1
2.0,2,40.6339,-73.9717,2850,1
1.0,1,40.7247,-73.9935,3895,1
1.0,1,40.7399,-73.9805,2550,1
1.0,2,40.7457,-73.9785,4000,1
1.0,0,40.7756,-73.98100000000002,1825,2
1.0,2,40.7307,-73.9776,4247,1
2.0,2,40.7852,-73.949,6260,1
1.0,1,40.7878,-73.9799,2895,1
1.0,1,40.781,-73.9595,4950,1
1.0,0,40.6824,-73.9586,2660,1
1.0,2,40.7237,-73.9888,4000,1
1.0,0,40.7619,-73.9638,2940,1
1.0,1,40.8328,-73.9445,1850,1
1.0,0,40.7647,-73.9787,4250,1
1.0,3,40.7047,-74.0076,4960,1
1.0,1,40.7619,-73.9854,4100,1
1.0,0,40.7701,-73.9859,4450,1
1.0,2,40.7735,-73.9509,3500,1
1.0,2,40.8253,-73.9434,3050,1
2.0,2,40.7243,-74.0103,9350,1
1.0,0,40.7567,-73.9692,3000,2
1.0,0,40.7586,-73.9838,2000,3
1.0,1,40.7012,-73.9104,1675,2
1.0,2,40.7993,-73.9407,1900,3
1.0,2,40.7252,-73.9764,3295,2
2.0,2,40.7562,-73.9964,5460,1
1.0,2,40.7022,-73.914,2500,1
1.0,2,40.7695,-73.9603,3400,2
1.0,0,40.7123,-74.0089,3090,1
1.0,1,40.7687,-73.9867,2500,1
1.0,2,40.8198,-73.9578,2895,2
1.0,1,40.7829,-73.977,4400,1
1.0,2,40.7074,-74.0069,2695,3
1.0,3,40.8309,-73.9486,3575,1
1.0,1,40.7073,-74.0046,2895,1
1.0,2,40.753,-73.9959,3395,1
1.0,1,40.6754,-73.9494,2100,1
3.0,4,40.7797,-73.9827,11000,1
1.0,1,40.7802,-73.9444,3000,1
1.0,2,40.7612,-73.9978,5950,1
1.0,0,40.8175,-73.9408,1450,1
1.0,0,40.7902,-73.9677,2850,1
2.0,3,40.753,-73.9958,4975,1
1.0,1,40.7283,-73.9857,2750,1
1.0,3,40.8438,-73.9401,2995,1
1.0,2,40.7426,-73.9808,3695,1
1.0,1,40.7937,-73.9761,2700,2
1.0,2,40.7367,-73.8623,2315,1
1.0,2,40.7045,-74.0089,2995,2
1.0,1,40.7756,-73.9846,3900,1
2.0,4,40.8012,-73.9668,4195,2
1.0,0,40.7301,-73.9927,2700,1
1.0,1,40.7656,-73.9619,3050,1
2.0,2,40.7619,-73.9854,5759,1
1.0,1,40.8014,-73.9663,3350,1
2.0,3,40.7802,-73.9478,4200,1
1.0,1,40.8051,-73.9628,3800,1
1.0,2,40.7058,-74.0086,4499,1
1.0,1,40.7207,-73.9801,3415,1
1.0,1,40.739,-73.9889,3250,1
2.0,3,40.7449,-73.9777,4800,1
1.0,2,40.7695,-73.9603,4000,1
1.0,2,40.6827,-74.0004,4295,1
1.0,2,40.7084,-74.0151,2995,3
1.0,1,40.7747,-73.9495,2225,2
1.0,1,40.7222,-73.9824,3200,1
1.0,2,40.6884,-73.9157,3000,1
1.0,2,40.7446,-73.97399999999998,3395,1
1.0,1,40.6645,-73.9807,2500,1
1.0,2,40.7073,-74.0046,2985,1
1.0,3,40.8503,-73.9399,3300,1
1.0,1,40.7601,-73.99,2595,1
1.0,0,40.7066,-74.0099,2900,2
1.0,1,40.7601,-73.9901,2595,1
1.0,1,40.7298,-73.9816,2950,1
1.0,1,40.7074,-74.0069,4150,1
1.0,1,40.7601,-73.99,2595,1
1.0,0,40.8135,-73.9399,1850,1
1.5,3,40.7864,-73.9421,3295,1
1.0,0,40.7568,-73.9982,2630,1
1.5,1,40.6639,-73.98,2600,1
2.0,2,40.7121,-74.0086,8000,1
1.0,3,40.7081,-74.0065,3900,2
1.0,1,40.7776,-73.9816,3525,1
1.0,2,40.7786,-73.9485,3195,1
1.0,2,40.6968,-73.9829,2850,2
1.0,4,40.7434,-73.9933,5900,3
2.0,2,40.7606,-73.9963,4200,2
1.0,0,40.761,-74.0002,2690,1
1.0,1,40.7479,-73.95,2721,1
1.0,0,40.7488,-73.977,3100,1
1.0,0,40.7895,-73.949,1625,3
1.0,2,40.7067,-74.0071,3075,1
1.0,1,40.7085,-73.95100000000002,2600,1
1.0,2,40.7568,-73.9982,3453,1
2.0,2,40.7637,-73.9937,2995,1
1.0,2,40.7039,-73.9298,3200,1
1.0,0,40.7791,-73.9803,2425,1
1.0,2,40.7599,-73.9908,2995,2
1.0,2,40.7064,-73.9193,2000,2
1.0,2,40.8254,-73.9525,1900,1
2.0,4,40.7348,-73.9865,4950,3
1.0,1,40.7612,-73.9624,2599,1
2.0,3,40.7177,-73.9979,4995,2
1.0,1,40.7486,-73.9814,4000,1
1.0,1,40.7399,-73.9864,3775,2
1.0,2,40.6368,-73.9722,2600,1
1.0,3,40.6677,-73.9891,3550,1
1.0,1,40.7694,-73.9509,3495,1
1.0,1,40.6533,-73.9631,2200,1
1.0,1,40.7373,-73.9961,4895,2
1.0,0,40.7786,-73.9478,2608,1
1.0,0,40.7606,-73.9994,2590,2
1.0,1,40.773,-73.9558,2350,1
1.0,2,40.7785,-73.9556,3000,1
2.0,3,40.7111,-74.0055,11500,1
1.0,2,40.7653,-73.967,3395,1
1.0,2,40.68,-73.9086,2150,1
1.0,2,40.8815,-73.9164,1950,3
1.0,0,40.7306,-73.98899999999998,2979,2
1.0,1,40.7111,-74.0055,3790,1
3.5,3,40.7547,-73.969,15000,1
1.0,3,40.8014,-73.9663,4600,1
1.0,3,40.7322,-74.0019,8000,1
1.0,0,40.7698,-73.9512,2950,2
3.0,3,40.7594,-73.9593,10000,1
1.0,0,40.7436,-73.9727,2889,1
1.0,2,40.7601,-73.99,3300,1
1.0,1,40.8243,-73.9438,1895,1
1.0,1,40.7863,-73.971,3820,1
1.0,1,40.783,-73.9828,3000,1
2.0,2,40.7788,-73.9538,5614,1
1.0,2,40.7694,-73.9888,3000,3
1.0,1,40.7215,-73.9566,3225,1
1.0,3,40.7302,-73.9826,5195,1
1.0,3,40.766,-73.9164,3800,1
1.0,2,40.7775,-73.9458,3195,1
1.0,2,40.7104,-73.9484,2810,1
1.0,1,40.7456,-74.0053,4050,1
1.0,0,40.7197,-73.99600000000002,1800,2
1.0,0,40.7045,-74.0089,2879,1
1.0,1,40.7197,-73.9883,2195,1
1.0,1,40.7477,-73.9744,2425,2
1.0,1,40.7611,-73.96300000000002,1950,2
1.0,3,40.7055,-74.0096,4109,2
1.0,1,40.6808,-73.9297,2750,1
2.0,3,40.7779,-73.9525,8595,1
1.0,1,40.753,-73.9695,3895,1
1.0,0,40.7053,-74.0161,2790,1
1.0,3,40.706,-74.0088,3790,1
2.0,2,40.7492,-74.0311,3170,2
1.0,0,40.732,-74.0019,2795,1
1.0,1,40.7363,-73.9797,2500,2
1.0,1,40.7826,-73.9478,2150,2
2.0,4,40.6819,-73.9539,4199,1
2.0,3,40.7568,-73.9982,4470,1
1.0,1,40.7399,-73.9975,2700,1
2.0,3,40.6814,-73.9895,6000,1
3.0,3,40.7243,-74.0103,18295,1
1.0,2,40.772,-73.9545,3700,1
2.0,3,40.7645,-73.984,5500,1
1.0,2,40.7444,-73.9166,2300,3
2.0,3,40.7448,-74.0017,7250,1
1.0,1,40.7674,-73.9151,2200,1
1.0,0,40.8333,-73.9445,1400,3
1.0,1,40.7389,-73.9788,1990,1
1.0,1,40.7942,-73.96600000000002,3980,1
1.0,3,40.7348,-73.9818,4065,1
1.0,1,40.7688,-73.9608,2900,1
1.0,1,40.7906,-73.9785,2900,2
1.0,1,40.7626,-73.9906,2400,1
1.0,0,40.7482,-73.9808,3150,1
2.0,3,40.7548,-73.9944,4950,1
1.0,3,40.7046,-73.9155,2750,1
1.0,0,40.7328,-74.0089,2700,1
1.0,2,40.7978,-73.938,1950,1
1.0,1,40.7656,-73.9886,3675,1
1.0,2,40.7198,-73.9891,3795,1
3.0,3,40.79,-73.9758,8500,1
1.0,2,40.7056,-74.0162,2750,2
1.0,1,40.7659,-73.8256,1875,3
1.0,0,40.6838,-73.9666,1950,1
2.0,3,40.7565,-73.9973,4900,1
2.0,4,40.7741,-73.9476,5900,1
2.0,4,40.753,-73.9695,6500,2
1.0,0,40.7389,-73.9809,2000,1
1.0,4,40.7307,-73.9839,5900,1
2.0,2,40.6604,-73.9429,2400,1
1.0,2,40.6824,-73.96300000000002,2795,1
1.0,1,40.7174,-73.9578,2500,1
1.0,1,40.7337,-73.9897,4850,1
1.0,1,40.7316,-73.9839,2800,1
1.0,3,40.7073,-74.0046,3800,1
1.0,0,40.705,-74.0104,2550,1
2.0,3,40.7141,-74.0096,7400,2
1.0,0,40.7266,-74.0029,2295,1
1.0,1,40.7338,-74.0009,4395,1
1.0,1,40.6988,-73.9939,2550,1
1.0,1,40.7836,-73.9718,3000,1
1.0,2,40.7208,-73.9961,2545,2
1.0,2,40.7775,-73.9535,3000,1
1.0,0,40.7261,-73.987,3895,1
1.0,1,40.7423,-73.9239,2150,1
1.0,1,40.7223,-73.9954,3675,1
1.0,2,40.7633,-73.9578,2700,1
1.0,3,40.7494,-73.9875,3750,2
1.0,3,40.8034,-73.96600000000002,4000,1
1.0,2,40.799,-73.9443,2500,1
1.0,2,40.8014,-73.9663,3600,1
2.0,3,40.7389,-73.9929,7950,2
3.0,3,40.7721,-73.9861,19015,1
1.0,0,40.7714,-73.9929,2900,2
1.0,2,40.7476,-73.9732,3395,2
1.0,1,40.7593,-73.9639,2500,1
2.0,3,40.733,-73.9857,7150,1
1.0,2,40.7753,-73.954,5200,1
1.0,1,40.7687,-73.9867,2500,2
2.0,4,40.7593,-73.9962,5897,1
1.0,2,40.7223,-73.9839,4598,1
1.0,1,40.7056,-74.0162,2450,2
1.0,1,40.7572,-73.9648,2850,1
2.0,3,40.752,-73.9946,5075,1
1.0,2,40.7078,-74.0138,2550,2
1.0,2,40.6954,-73.9317,2548,1
2.0,3,40.7639,-73.9808,11900,1
1.0,3,40.7073,-74.0046,3200,2
3.0,3,40.7904,-73.9753,9250,1
1.0,1,40.6742,-73.9722,2900,2
2.0,3,40.7856,-73.9707,7000,1
1.0,1,40.799,-73.9639,2750,1
1.0,1,40.745,-73.9863,4000,2
1.5,3,40.7595,-73.9712,5400,1
1.0,2,40.7346,-74.0048,6500,1
1.0,0,40.7197,-73.99600000000002,1800,2
1.0,1,40.8446,-73.9399,1795,1
3.0,3,40.7829,-73.977,8900,1
1.0,1,40.7074,-74.0081,3795,1
3.0,4,40.7747,-73.9536,7095,1
2.0,3,40.7492,-73.9789,4490,2
1.0,0,40.7568,-73.9982,2900,1
1.0,1,40.7358,-73.9857,3700,1
1.0,2,40.7487,-73.9901,4395,2
1.0,0,40.6966,-73.9964,2300,1
1.0,1,40.8622,-73.903,1300,2
1.0,0,40.7334,-74.0047,3950,1
1.0,3,40.7007,-73.8975,2299,2
1.0,2,40.7197,-73.99600000000002,3000,2
1.0,1,40.7067,-74.018,3150,2
1.0,1,40.73,-73.9804,2500,2
1.0,2,40.7612,-73.9623,3500,3
3.0,3,40.7777,-73.9759,9000,1
1.0,2,40.7631,-73.9632,3050,3
1.0,0,40.7198,-73.9974,2050,1
1.0,1,40.6821,-73.9486,2350,2
1.0,2,40.7299,-73.9819,3595,3
2.0,3,40.7471,-73.9416,3370,3
1.0,2,40.7692,-73.9525,6200,1
1.0,3,40.8018,-73.9635,4500,1
0.0,0,40.732,-73.9835,2595,1
1.0,2,40.7201,-73.8369,2350,3
1.0,0,40.7602,-73.96600000000002,3975,1
1.0,1,40.8198,-73.9578,2150,1
1.0,1,40.7343,-74.0094,3700,1
1.0,2,40.6477,-73.9691,2150,3
1.0,2,40.7794,-73.9487,2650,1
1.0,2,40.7449,-73.9812,4000,1
1.0,1,40.7699,-73.9519,2000,3
1.0,3,40.7426,-73.979,4700,1
1.0,0,40.7322,-73.8512,1675,3
3.5,3,40.7633,-73.9628,9000,1
1.0,1,40.7121,-74.0086,3150,3
1.0,1,40.7427,-73.9957,4300,1
1.0,2,40.7302,-73.9834,3450,1
0.0,2,40.7308,-74.0025,6200,1
1.0,0,40.7814,-73.9515,2500,2
1.0,3,40.7141,-74.0096,5100,1
1.0,0,40.7922,-73.9679,2300,1
1.0,2,40.8557,-73.93,1799,1
2.0,2,40.7711,-73.9817,6550,1
1.0,1,40.7331,-74.0077,3995,2
1.0,1,40.7031,-73.9914,4153,1
1.0,3,40.7287,-73.9839,4350,1
3.0,4,40.7901,-73.9772,12995,1
1.0,2,40.7637,-73.9847,3500,1
1.0,2,40.7424,-73.99600000000002,4250,1
1.0,0,40.7778,-73.9481,2300,1
1.0,1,40.7761,-73.9542,2495,1
1.0,2,40.6774,-73.9583,2370,1
1.0,1,40.7895,-73.9423,2300,1
1.0,1,40.7197,-73.9884,2345,1
2.0,2,40.7826,-73.9469,4695,1
2.0,4,40.7382,-73.9843,7000,2
1.0,0,40.7465,-73.97710000000002,1975,3
1.0,1,40.7481,-73.9564,3100,1
1.0,1,40.6742,-73.9499,2000,1
1.0,1,40.7258,-73.9873,2075,3
2.0,2,40.761,-74.0002,3799,2
1.0,0,40.7239,-73.9901,2750,1
0.0,0,40.7413,-73.9781,2762,1
1.0,2,40.7902,-73.9677,3100,3
1.0,0,40.7081,-74.0065,3350,1
2.0,2,40.7669,-73.9888,3100,1
1.0,2,40.7617,-73.9626,2595,2
1.0,0,40.7575,-73.9704,2090,3
1.0,3,40.78,-73.9513,2700,3
1.0,1,40.7751,-73.9886,3525,1
1.0,2,40.727,-73.9849,3095,1
1.0,2,40.6805,-73.9722,2675,1
1.0,2,40.7668,-73.962,5750,1
1.0,3,40.7999,-73.9637,4000,1
1.0,1,40.7733,-73.9814,3995,1
2.0,4,40.7073,-74.0071,6580,1
1.0,1,40.7716,-73.9815,4000,1
3.0,3,40.7414,-73.9762,6350,1
2.0,2,40.7367,-73.9927,8475,1
1.0,1,40.7704,-73.9566,2750,2
2.0,3,40.7436,-73.9727,4800,2
1.0,3,40.7956,-73.9353,2950,2
