bathrooms,bedrooms,price,longitude,latitude,interest_level
1.0,1,3200,-73.9986,40.7442,1
1.0,3,4495,-73.9728,40.7978,2
1.0,1,3750,-74.0143,40.71,1
2.0,2,6500,-74.0115,40.715,1
1.0,3,2995,-73.9423,40.8293,1
2.0,4,5200,-74.0162,40.7056,1
1.0,2,4025,-73.9751,40.7329,1
1.0,3,5295,-73.9827,40.7275,2
1.0,2,4750,-73.9871,40.7316,1
1.0,1,3119,-74.0008,40.7476,1
1.0,1,3100,-73.9532,40.7793,2
1.0,2,2895,-73.9618,40.7617,1
1.0,3,2700,-73.9496,40.6763,1
1.0,1,3192,-74.0069,40.7074,1
1.0,1,2495,-73.9473,40.7775,1
2.0,3,5100,-73.9625,40.7575,1
1.0,1,1900,-73.9535,40.7989,2
1.0,3,3800,-73.9554,40.7814,2
2.0,2,4527,-74.0143,40.71,1
1.0,1,2700,-73.9742,40.7476,1
2.5,3,13500,-73.9819,40.7725,1
1.0,3,2895,-73.9416,40.7901,2
1.0,2,2750,-73.9482,40.7811,3
1.0,1,2250,-73.994,40.765,1
1.0,0,2050,-73.9759,40.7871,1
4.0,5,10000,-73.9528,40.7739,1
1.0,3,3795,-73.97399999999998,40.7446,3
1.0,2,3375,-73.9959,40.753,1
1.0,1,2935,-73.9548,40.7689,1
1.0,0,2150,-73.9801,40.7275,1
1.0,2,2980,-74.0059,40.7075,2
1.0,1,2395,-73.9764,40.7812,2
3.0,3,9500,-73.9557,40.7761,1
1.0,2,3400,-73.9575,40.7122,2
1.0,1,2750,-73.9765,40.7484,2
1.0,0,1825,-73.94800000000002,40.7799,1
1.0,1,3625,-73.9838,40.7674,1
1.0,2,3300,-74.0065,40.7081,2
1.0,3,3350,-73.9817,40.7841,3
1.0,0,2970,-73.9953,40.7553,1
1.0,3,2275,-73.9231,40.8667,1
1.0,0,2225,-73.9868,40.7316,1
2.0,2,7300,-73.9903,40.7468,1
1.0,1,1750,-73.9488,40.7878,1
1.0,1,2500,-73.92699999999998,40.7062,1
1.0,3,3877,-74.0115,40.7076,3
1.0,0,2925,-73.9864,40.73,1
1.0,1,3675,-73.9661,40.7929,1
1.0,3,3800,-74.0149,40.708,1
1.0,2,2295,-73.9392,40.8021,2
1.0,3,4600,-73.96600000000002,40.8012,1
1.0,0,1685,-73.9496,40.7793,1
1.0,1,2600,-73.9526,40.7818,1
1.0,2,2810,-73.9484,40.7104,2
1.0,1,5550,-74.0047,40.7334,1
1.0,2,3875,-73.9754,40.7444,1
2.0,3,5600,-74.0036,40.716,1
1.0,2,3200,-73.9522,40.7707,1
1.0,2,5100,-73.9695,40.753,1
1.0,2,3395,-73.967,40.7653,1
1.0,1,3500,-73.9875,40.7494,1
1.0,2,3350,-73.9768,40.674,1
1.0,3,4595,-73.9893,40.7663,1
1.0,2,1950,-73.9358,40.8431,1
2.0,2,5500,-73.9776,40.7454,1
1.0,2,3370,-73.9764,40.7812,1
2.0,2,6224,-73.9734,40.7897,1
1.0,1,1770,-73.9618,40.6568,1
1.0,2,3200,-74.0065,40.7081,2
1.0,4,5330,-73.9552,40.7766,1
1.0,2,1675,-73.9257,40.6297,3
1.0,2,2175,-73.9416,40.8163,2
1.0,1,3375,-73.9677,40.7539,1
1.0,1,2800,-73.9809,40.7364,1
1.0,0,1950,-73.9561,40.7777,1
1.0,2,2700,-73.9848,40.7653,2
1.0,1,2250,-73.9788,40.7767,1
1.0,2,3600,-73.9838,40.7587,1
1.0,1,3000,-73.953,40.7586,1
1.0,2,3071,-73.9529,40.7671,2
1.0,1,1800,-73.946,40.8231,2
1.0,3,3980,-73.9973,40.7565,2
2.0,3,11000,-73.9856,40.7286,2
1.0,2,4395,-74.0016,40.7391,1
1.0,0,1975,-73.9536,40.7442,1
1.0,1,1995,-73.9458,40.783,2
1.0,1,1700,-73.9542,40.7801,2
2.0,1,3350,-73.9773,40.7434,1
1.0,2,3800,-74.0056,40.7344,1
1.0,2,2650,-73.9419,40.7178,1
2.0,3,6138,-73.923,40.7712,1
1.0,0,3155,-73.9667,40.7947,1
1.0,3,4250,-73.9712,40.7594,1
1.0,0,3150,-73.9556,40.776,1
2.0,3,4000,-73.9497,40.7844,1
1.0,1,1750,-73.935,40.8467,1
1.0,0,2949,-73.9866,40.7358,1
1.0,0,2200,-73.97399999999998,40.7538,3
1.0,0,2850,-74.0046,40.7073,2
2.0,2,8080,-74.0055,40.7434,1
1.0,2,3400,-73.9971,40.7439,2
1.0,1,3500,-73.9459,40.7731,1
2.0,2,3325,-73.9989,40.7179,2
1.0,2,2850,-74.0018,40.7268,3
4.0,5,45000,-74.0103,40.7243,1
2.0,2,7060,-73.9734,40.7488,1
1.0,1,4000,-73.9608,40.7688,1
1.0,1,2575,-74.0072,40.7067,1
2.0,2,3895,-73.952,40.7709,1
1.0,3,2900,-73.9072,40.758,1
1.0,4,3499,-73.9506,40.6721,2
1.0,1,2650,-73.9884,40.7255,2
1.0,3,3795,-73.97399999999998,40.7446,1
1.0,3,4000,-73.9655,40.8026,2
3.0,3,19000,-73.9861,40.7721,1
1.0,0,1850,-73.9742,40.7517,2
2.5,3,6642,-73.9982,40.7568,1
1.0,1,2600,-73.9503,40.7845,2
1.5,1,3395,-73.9762,40.7933,1
1.0,2,3795,-73.9849,40.7403,1
1.0,2,3790,-73.9475,40.7801,1
1.0,2,3830,-73.9746,40.7434,1
2.0,2,6000,-73.9949,40.759,1
1.0,3,2900,-73.961,40.8007,1
2.0,3,4150,-73.9636,40.755,1
1.0,0,2700,-73.987,40.7682,1
1.0,0,1695,-73.8352,40.7192,1
1.0,1,5175,-74.0009,40.7338,1
1.0,2,3600,-73.9821,40.7317,1
1.0,1,2050,-73.9954,40.7542,2
1.0,2,3700,-73.9649,40.7572,1
1.0,1,2000,-73.9598,40.6692,2
1.0,0,2450,-73.9848,40.7635,2
1.0,1,2050,-73.97800000000002,40.7257,1
1.0,0,2200,-73.9837,40.7267,1
1.0,3,5800,-74.0037,40.74,1
1.0,1,2225,-73.9783,40.6835,1
1.0,1,1695,-73.9408,40.8175,2
1.0,1,3140,-73.9677,40.7918,1
1.0,1,2395,-73.9527,40.7678,1
1.0,2,2495,-73.9885,40.7225,3
1.0,3,4750,-74.0095,40.7143,2
1.0,2,1900,-73.9452,40.8274,2
1.0,0,2500,-73.9757,40.7461,2
1.5,2,4595,-73.9509,40.7694,1
1.0,1,1800,-73.9597,40.6616,3
2.0,4,5000,-74.0055,40.7111,1
1.0,1,3350,-74.0049,40.7321,1
1.0,1,2400,-73.9509,40.7735,3
1.0,2,2700,-73.9464,40.82,1
1.0,2,3350,-73.9789,40.6816,1
1.0,1,1825,-73.9402,40.7916,1
1.0,1,1802,-73.9625,40.7593,3
1.0,1,3250,-73.9846,40.7637,1
1.0,1,2300,-73.9551,40.8004,1
1.0,1,1700,-73.8618,40.6935,2
1.0,2,7350,-73.9534,40.7838,1
1.0,2,2995,-73.9488,40.7897,1
1.0,1,2600,-73.9722,40.793,2
3.0,3,6750,-73.9782,40.7477,3
1.0,1,3995,-73.9831,40.7377,1
1.0,2,3300,-73.9903,40.7674,1
1.0,1,4050,-74.0155,40.7162,1
4.0,4,12000,-73.9534,40.7726,1
1.0,0,2650,-73.9808,40.7426,1
1.0,1,1800,-73.9172,40.8699,1
1.0,0,2650,-73.9981,40.7372,1
2.0,2,6000,-73.9885,40.7721,1
1.0,1,2900,-74.0094,40.7098,1
1.0,1,4095,-73.9827,40.7376,1
2.0,2,5787,-73.9531,40.7176,1
2.0,2,4700,-73.9482,40.7782,1
1.0,1,3400,-73.984,40.7645,1
1.0,2,3300,-73.9797,40.743,3
1.0,3,4100,-74.0075,40.7047,1
1.0,2,2525,-73.9892,40.7282,3
2.0,3,5000,-73.9875,40.7324,3
1.0,3,2850,-73.9483,40.8279,1
1.0,1,3475,-74.0077,40.7331,1
1.0,1,3240,-74.0076,40.7047,2
1.0,2,3200,-73.94800000000002,40.7842,1
1.0,3,4995,-73.9864,40.7399,2
1.0,0,2200,-73.9939,40.6987,1
1.0,2,5133,-73.9829,40.719,1
1.0,1,3295,-73.979,40.7806,1
1.0,0,1910,-73.9489,40.7706,1
1.0,0,2700,-73.9648,40.7535,1
1.0,2,3650,-73.9846,40.7227,2
2.0,4,4915,-73.95100000000002,40.7823,1
2.5,2,8795,-74.0086,40.7121,1
1.0,1,2850,-73.9445,40.7771,1
1.0,1,3400,-74.0087,40.7056,1
1.0,2,1900,-73.9532,40.8233,2
1.0,1,2350,-73.9846,40.7824,2
1.0,1,2300,-73.9601,40.7635,1
1.0,1,5795,-73.9916,40.7272,1
2.0,3,3200,-73.9409,40.8449,1
3.0,3,11250,-73.9662,40.7615,1
2.0,3,5495,-73.9913,40.7642,1
3.0,3,90000,-73.9726,40.7565,1
1.0,3,4400,-73.9695,40.753,2
1.0,2,2850,-73.984,40.6632,1
1.0,2,3200,-73.9827,40.7376,2
1.0,2,2400,-74.0018,40.6589,2
1.0,2,3800,-74.0123,40.7075,1
2.0,2,4500,-73.9863,40.735,3
2.5,2,9000,-73.9528,40.7796,1
1.0,2,2650,-73.9559,40.8135,2
1.0,1,2500,-73.9606,40.8013,1
1.0,1,1500,-73.8586,40.7134,2
1.0,0,2195,-73.9974,40.7198,1
1.0,0,2400,-73.9806,40.7392,2
1.0,0,2600,-73.9774,40.7471,2
2.0,2,3325,-73.9989,40.7179,2
1.0,2,4500,-73.9695,40.753,1
1.0,0,2200,-73.9939,40.6987,1
1.0,1,2195,-73.9521,40.78,2
2.5,3,6000,-73.9653,40.7584,1
1.0,2,4095,-73.9667,40.7953,1
1.0,1,2695,-73.9737,40.7939,2
2.0,2,2695,-73.8501,40.7238,1
1.0,1,1500,-73.9535,40.6123,1
1.0,1,3195,-73.9725,40.7472,1
1.0,2,4295,-73.9864,40.7399,1
1.0,1,3300,-73.9963,40.7606,1
1.0,1,3400,-73.9757,40.7461,1
1.0,3,2300,-73.9034,40.6814,1
2.0,2,3864,-73.9497,40.7844,1
1.0,0,2850,-73.9479,40.7852,1
1.0,2,3300,-73.9794,40.7297,2
2.0,2,5246,-73.975,40.7333,1
1.0,2,3399,-73.9401,40.7515,1
2.0,2,6912,-73.9837,40.7674,1
1.0,0,2000,-73.9467,40.7769,1
1.0,2,3290,-73.9982,40.7568,2
1.0,3,2975,-73.9421,40.7864,1
1.0,3,3700,-73.9899,40.7617,2
1.0,0,2750,-74.018,40.7067,1
1.0,1,5000,-74.0148,40.7179,1
1.0,2,3415,-74.0103,40.7068,1
1.0,0,2775,-73.9865,40.7301,2
1.5,5,4995,-73.9515,40.7793,1
1.0,1,4667,-73.9909,40.7448,1
1.0,2,3200,-73.961,40.7987,1
1.0,2,2495,-73.9578,40.8198,1
1.0,3,4200,-73.9815,40.7251,2
1.0,1,2300,-73.9496,40.7803,1
3.0,3,20000,-74.0035,40.724,1
1.0,2,3400,-73.9685,40.794,1
1.0,3,3850,-73.9904,40.7165,2
1.0,1,5250,-74.0047,40.7334,1
1.0,0,1775,-73.9805,40.74,1
2.0,3,2750,-73.9472,40.8229,1
1.0,3,4000,-73.9651,40.8024,1
1.0,0,3610,-73.9851,40.7437,1
2.0,2,6797,-73.9949,40.7419,1
1.0,1,2650,-73.9594,40.7681,3
1.0,1,3900,-73.9865,40.7348,1
1.0,1,3095,-73.9805,40.7443,1
1.0,1,1725,-73.8148,40.7106,1
1.0,3,4995,-73.9864,40.7399,2
1.0,3,4750,-73.9513,40.7804,1
1.0,1,1475,-73.9491,40.8289,2
1.0,1,3200,-73.9876,40.771,1
1.0,1,2275,-73.952,40.7832,1
1.0,1,4915,-73.9509,40.7826,1
1.0,2,3200,-73.9958,40.753,3
1.0,2,3000,-73.9574,40.7659,1
1.0,1,3140,-73.9757,40.7462,2
1.0,2,2295,-73.9425,40.8381,1
1.0,1,3005,-73.94800000000002,40.7842,1
1.0,3,4850,-73.9871,40.7298,1
1.0,0,2500,-73.9778,40.7467,1
1.0,3,4000,-73.9712,40.7594,2
1.0,4,5500,-73.9832,40.7319,2
1.0,1,2300,-73.9907,40.7623,1
1.0,0,2900,-73.9934,40.7366,1
1.0,2,3595,-73.9741,40.7447,1
2.0,2,3900,-73.9723,40.7471,2
1.0,0,3850,-73.9896,40.7341,1
1.0,0,2500,-73.9939,40.7632,2
1.0,1,2575,-74.0059,40.7075,1
2.0,4,8850,-73.9938,40.7332,1
1.0,0,1825,-73.9496,40.7803,1
1.0,1,4095,-74.0081,40.7074,1
1.0,1,2750,-74.0005,40.7298,1
1.0,2,2848,-73.9865,40.7348,1
1.0,2,3295,-73.9789,40.7247,1
2.0,2,8000,-74.0088,40.7389,1
1.0,0,2075,-73.9572,40.7777,1
2.0,3,5000,-73.9846,40.7637,1
1.0,1,2700,-73.9659,40.6736,1
1.5,2,4900,-74.0029,40.7465,1
1.0,2,2800,-73.9847,40.747,2
2.0,3,4600,-73.9962,40.7593,2
2.5,2,8475,-73.9567,40.7662,1
1.0,0,2100,-73.9533,40.771,1
1.0,0,2225,-73.9511,40.7739,1
1.0,1,2200,-73.9568,40.729,2
1.0,2,1945,-73.9419,40.8453,1
1.0,1,2400,-73.9508,40.6865,3
1.0,2,3695,-73.9712,40.7594,1
1.0,1,4700,-73.9851,40.7437,1
1.0,0,2300,-73.9985,40.7414,1
1.0,1,3400,-74.0075,40.7047,1
1.0,0,1500,-73.9445,40.8333,1
1.0,1,2800,-74.0019,40.7387,2
2.5,2,5895,-73.9746,40.7479,1
1.0,0,2149,-73.9679,40.7573,1
1.0,3,3300,-73.9403,40.7991,1
2.0,3,5395,-73.9834,40.7381,2
1.0,1,2775,-73.9775,40.7473,1
1.5,1,9500,-74.0035,40.724,1
1.0,1,2750,-73.9501,40.774,1
1.0,1,3300,-74.0002,40.761,1
1.0,1,2300,-73.987,40.7682,1
3.5,4,14000,-73.9538,40.7788,1
1.0,1,1400,-73.9268,40.8618,3
1.0,2,4500,-74.0022,40.7505,1
1.0,2,1750,-73.9253,40.6911,1
2.0,3,5000,-73.9735,40.7469,1
1.0,1,3020,-73.9928,40.7551,1
1.0,2,3000,-73.9973,40.7565,1
2.0,3,4880,-73.984,40.7645,2
2.0,4,5000,-73.9578,40.8032,1
1.0,0,2795,-73.9822,40.7406,1
1.0,1,2625,-73.9954,40.7607,1
2.0,2,4000,-73.9478,40.7802,1
1.0,1,3750,-73.9802,40.7469,1
1.0,2,3900,-74.0075,40.7047,1
1.0,1,2995,-73.9875,40.7494,1
1.0,1,4820,-73.9949,40.7419,1
1.0,1,2550,-73.9503,40.7845,2
1.0,0,2400,-74.0086,40.7058,2
1.0,3,2950,-73.952,40.6684,3
4.0,4,25000,-73.9631,40.7773,1
1.0,1,3400,-73.9971,40.7439,1
1.0,1,3295,-73.9889,40.739,1
1.0,1,3750,-73.9805,40.7486,1
2.0,2,4440,-73.956,40.7472,1
2.0,2,5400,-74.0069,40.7074,1
1.0,2,2750,-73.9784,40.7293,3
1.0,2,3495,-73.9817,40.7397,2
1.0,0,2850,-73.9757,40.7462,1
1.0,3,2500,-73.9401,40.8214,1
1.0,0,2725,-74.0163,40.7084,1
1.0,1,2850,-73.9824,40.7817,1
1.0,4,4695,-73.9566,40.7758,2
1.0,1,2850,-73.94800000000002,40.7732,1
1.0,1,2995,-73.9818,40.7386,1
2.0,2,4570,-73.9906,40.7567,3
1.0,0,1695,-73.9492,40.7701,2
2.0,4,7450,-73.98899999999998,40.7293,1
1.0,2,2695,-73.9716,40.6916,3
1.0,2,2800,-74.0151,40.7084,3
1.0,2,4360,-74.0099,40.7062,1
1.0,4,6000,-74.0099,40.7062,1
1.0,1,2195,-73.9874,40.7651,1
1.0,0,2450,-73.9774,40.7462,3
1.0,2,3200,-73.9938,40.7586,2
1.0,1,1450,-73.9457,40.8234,3
1.0,2,4225,-73.9864,40.7399,1
2.0,2,5100,-74.0076,40.7047,1
1.0,2,4515,-74.0057,40.7084,1
1.0,2,3500,-73.9862,40.7513,1
1.0,2,3700,-73.9649,40.7572,2
2.0,2,4599,-73.9676,40.7951,1
1.0,1,4720,-73.9909,40.7448,1
1.0,0,5000,-73.982,40.7552,2
2.0,2,5500,-73.9849,40.7633,1
1.0,1,2845,-73.9512,40.7698,1
1.0,1,3950,-74.016,40.7093,1
2.0,6,8495,-74.0055,40.7157,1
2.0,4,6295,-73.9817,40.7393,2
2.0,4,5670,-73.9962,40.7593,1
1.0,2,2750,-73.9356,40.6829,2
1.0,1,2495,-73.9547,40.7751,1
1.0,2,4200,-73.9754,40.7444,1
1.0,1,3400,-73.9715,40.7513,1
3.0,3,8000,-73.98100000000002,40.7639,1
2.0,2,3800,-73.9539,40.7337,1
1.0,2,2300,-73.9483,40.7904,1
1.0,2,3075,-73.9666,40.6769,1
2.0,3,2750,-73.9444,40.5869,1
1.0,3,3995,-73.9817,40.7319,1
2.0,4,5000,-73.979,40.7369,3
1.0,1,3575,-73.9521,40.7175,1
2.0,3,3200,-73.928,40.6971,1
1.0,2,3000,-73.9772,40.7412,3
1.0,2,2000,-74.0257,40.6363,2
1.0,1,1600,-73.9556,40.6063,2
1.0,3,5000,-73.9666,40.7555,1
1.0,3,2500,-73.9374,40.846,2
1.0,2,1850,-73.9353,40.8442,1
1.0,0,2870,-74.0069,40.7074,1
1.0,2,3400,-73.9782,40.7447,1
1.0,2,4750,-73.9789,40.7491,1
2.0,4,5350,-73.9548,40.7804,1
2.0,3,6417,-73.9779,40.7413,1
2.0,2,5485,-74.0122,40.7074,1
1.0,1,2750,-74.0005,40.7298,1
2.0,2,4400,-73.9672,40.7108,2
1.0,3,2850,-73.961,40.8007,1
2.0,3,1850,-73.8152,40.5854,3
1.0,2,2450,-73.9365,40.8491,1
1.0,1,3110,-73.9721,40.7513,2
1.0,1,1675,-73.8227,40.7656,1
1.0,1,3500,-73.999,40.761,2
2.0,2,13500,-73.965,40.7747,1
1.0,3,3595,-73.9825,40.7301,2
1.5,1,4250,-73.9834,40.78,1
1.0,3,3500,-73.9526,40.77,2
2.5,4,10000,-73.9653,40.7579,1
2.0,2,6650,-73.9915,40.7233,1
2.0,2,5700,-73.9837,40.7674,1
2.0,2,5850,-73.9811,40.7449,1
1.0,1,1875,-74.0264,40.6195,1
2.0,2,5550,-73.9596,40.7634,1
1.0,1,3600,-73.9826,40.7753,1
1.0,2,3195,-74.012,40.707,1
1.0,1,2400,-73.9941,40.6912,2
2.0,2,9385,-73.9918,40.7664,1
1.0,3,3995,-73.9927,40.7216,1
1.0,1,3995,-73.9831,40.7377,2
1.0,2,3450,-73.9959,40.7593,2
1.0,1,3450,-73.9564,40.7459,1
2.0,2,3795,-73.97399999999998,40.7446,3
1.0,1,4351,-73.9789,40.7356,1
1.0,2,2695,-73.9325,40.8578,2
1.0,3,5809,-73.9775,40.7337,1
2.0,3,4650,-73.9742,40.796,1
1.0,1,3425,-73.9756,40.789,1
2.0,2,3828,-73.9461,40.7661,1
2.0,2,7000,-73.9549,40.7888,1
1.0,2,2495,-73.9497,40.7618,3
2.0,3,8500,-74.0077,40.7065,1
3.0,3,15995,-74.0103,40.7243,1
1.0,1,2100,-73.9749,40.644,2
0.0,1,3450,-73.9978,40.7612,1
1.0,2,3000,-73.9648,40.8028,2
1.0,2,2600,-74.0059,40.7088,1
1.0,1,3100,-73.9505,40.7771,1
1.0,0,3395,-73.969,40.7565,1
1.0,2,2650,-73.9665,40.7539,3
1.0,0,2150,-73.9475,40.78,2
2.0,2,13000,-74.0035,40.724,1
2.0,3,5500,-73.9568,40.7841,1
1.0,0,2950,-73.9616,40.7678,2
1.0,1,3500,-73.982,40.7496,1
2.0,2,4195,-73.952,40.786,1
1.0,0,3688,-73.9861,40.7721,1
1.0,0,1925,-73.9488,40.7802,1
1.0,1,3495,-73.9845,40.7454,2
1.0,0,1900,-73.9471,40.7815,1
2.0,2,4895,-74.0086,40.7058,1
1.0,2,3200,-73.9772,40.7412,1
1.0,2,4892,-73.9822,40.7407,1
1.0,1,4010,-73.96600000000002,40.7942,1
1.0,3,2995,-73.9353,40.8467,1
1.0,2,2995,-73.9488,40.7897,1
1.0,1,4791,-73.9909,40.7448,1
1.0,1,5200,-73.9851,40.7437,1
1.0,0,3097,-73.999,40.761,2
1.0,3,3100,-73.911,40.7713,1
1.0,1,3965,-73.9806,40.7444,1
1.0,2,3200,-73.9655,40.8026,1
2.0,4,5400,-73.9568,40.8047,1
2.0,3,5195,-73.9717,40.7516,1
1.0,1,2950,-73.983,40.6969,1
1.0,2,3100,-73.9982,40.7568,2
1.0,2,2900,-73.9794,40.7297,1
2.0,3,5225,-73.9936,40.7391,2
2.0,2,3800,-73.9895,40.7742,3
1.0,2,4600,-74.0054,40.7448,1
1.0,1,2900,-73.9705,40.7957,2
1.0,3,4395,-73.9785,40.7456,1
1.0,0,2000,-73.9785,40.7793,3
1.0,0,2300,-73.9481,40.7778,1
1.0,2,3700,-73.987,40.7261,1
1.5,3,3250,-73.9578,40.8198,1
1.0,2,3200,-73.9512,40.8043,1
1.0,2,3399,-73.9837,40.722,1
1.0,2,3900,-74.0017,40.7404,1
1.0,0,2960,-74.0104,40.7069,1
1.5,1,3300,-73.9762,40.7933,1
1.0,2,3250,-73.9826,40.7299,1
3.0,3,8495,-73.9755,40.7889,1
1.0,0,2900,-74.0053,40.7456,1
1.0,0,2300,-73.9942,40.7301,3
1.0,3,4200,-73.98100000000002,40.7287,2
1.0,3,4495,-73.9728,40.7978,1
1.5,2,4500,-73.964,40.7643,1
1.0,1,2450,-73.9668,40.7638,2
1.0,1,3250,-73.9832,40.7297,1
2.0,3,2500,-73.9357,40.667,2
1.0,0,2475,-73.9942,40.7301,2
1.0,1,3400,-73.96600000000002,40.8012,1
1.0,2,3295,-73.9974,40.7198,1
1.0,1,3395,-73.9601,40.7715,1
1.0,1,3800,-74.005,40.7324,1
1.0,1,3450,-73.9802,40.7469,1
1.0,3,6000,-73.9942,40.7252,2
1.0,0,1995,-73.976,40.7476,2
2.0,3,4900,-73.9904,40.7328,3
1.0,3,2895,-73.9416,40.7901,2
2.0,1,5975,-73.9914,40.7746,1
1.0,3,4782,-73.9721,40.7513,1
2.0,3,5100,-73.994,40.7522,2
1.0,1,2600,-73.9939,40.6988,2
1.0,1,3300,-73.9994,40.7298,1
1.0,4,2950,-73.9016,40.6994,2
1.0,1,2695,-73.9908,40.7599,1
1.0,2,2900,-74.0046,40.7073,2
1.0,2,3400,-73.9542,40.7758,1
1.0,2,3450,-73.9838,40.7586,1
1.0,2,2800,-73.988,40.7653,3
1.0,2,1900,-73.9418,40.79,3
1.0,0,1800,-74.0059,40.7088,3
2.0,4,6000,-73.9678,40.7902,1
1.0,2,3295,-73.9741,40.7447,1
1.0,1,3360,-73.9743,40.7438,1
1.0,0,2125,-73.9891,40.7209,1
1.0,1,2895,-73.9574,40.7453,1
1.0,0,2700,-73.9864,40.73,1
1.0,0,1995,-73.92399999999998,40.8668,1
1.0,0,2095,-73.9547,40.7751,1
1.0,1,3500,-73.9982,40.7568,1
1.0,2,3450,-73.9907,40.7177,2
1.0,1,1800,-74.0059,40.7128,2
1.0,1,3350,-73.9961,40.7373,1
1.0,1,4550,-73.9532,40.7793,1
1.0,2,2550,-73.94800000000002,40.7891,1
1.0,3,2350,-74.0226,40.6231,3
2.0,2,4500,-73.9653,40.8036,1
1.0,0,2450,-73.9677,40.7539,1
1.0,0,2450,-73.9746,40.7479,1
2.0,3,5467,-73.9962,40.7593,1
1.0,2,3100,-73.9962,40.7593,2
1.0,0,2695,-74.0046,40.7329,1
1.0,1,2600,-73.9562,40.7667,2
2.0,3,3500,-73.9422,40.8444,1
1.0,2,3550,-73.9866,40.7673,1
1.0,1,2549,-73.968,40.7574,1
1.0,3,4295,-73.9837,40.7232,1
2.0,2,9495,-73.9968,40.7219,1
1.0,2,3668,-73.9742,40.6491,1
1.0,2,2650,-73.9564,40.8025,1
2.0,2,8395,-73.9922,40.7248,1
2.0,2,3995,-73.9831,40.7229,2
1.0,2,2750,-73.9503,40.7845,3
1.0,2,2145,-73.953,40.8195,2
1.0,1,4995,-73.9915,40.7233,1
1.0,2,4700,-73.9893,40.7739,1
1.0,1,4050,-73.9926,40.7425,1
1.0,2,3395,-73.9826,40.7366,1
1.0,1,2700,-73.9705,40.7957,1
1.0,1,5500,-73.9664,40.7681,1
1.0,1,3000,-73.9642,40.6946,2
1.0,2,2295,-73.9425,40.8381,2
1.0,0,2625,-73.986,40.6927,1
1.0,0,1875,-73.9544,40.7681,1
1.0,3,4595,-73.9821,40.7317,1
1.0,0,2698,-74.0076,40.7047,1
1.0,0,2100,-73.9532,40.7777,2
1.0,1,2750,-73.9964,40.7194,1
1.0,2,3200,-73.9862,40.7513,3
1.0,3,2400,-73.9213,40.7043,2
2.0,2,4720,-73.9953,40.7553,1
1.0,1,3670,-73.9846,40.7756,2
1.0,2,3750,-73.9946,40.752,1
1.0,0,2400,-73.9765,40.7489,2
3.0,4,22000,-73.9559,40.7816,1
1.5,2,2575,-73.9853,40.7451,1
1.0,0,2200,-73.9977,40.7423,1
1.0,1,3300,-73.9978,40.7612,1
1.0,3,3700,-73.99600000000002,40.7199,2
1.0,1,2265,-73.9479,40.7781,3
1.0,1,3985,-73.9732,40.7476,1
1.0,2,2500,-73.9174,40.8696,1
1.0,1,3795,-73.9857,40.7682,1
1.0,1,2595,-73.9601,40.7982,1
1.0,1,3710,-73.9956,40.7621,1
2.0,3,3200,-73.9497,40.8289,1
1.0,2,3750,-73.9867,40.7687,1
2.0,3,5895,-73.9863,40.7664,1
1.0,1,3184,-73.9978,40.7612,1
1.0,1,2595,-73.9874,40.7651,2
1.0,1,2900,-73.9782,40.7749,1
1.0,1,1550,-74.0244,40.6215,2
1.0,0,2400,-73.9505,40.7771,1
1.0,0,3200,-73.9934,40.7366,1
2.0,5,6500,-73.9744,40.7477,1
1.0,1,3046,-73.9475,40.7801,2
1.0,1,3490,-73.9854,40.7619,1
1.0,1,5336,-74.0077,40.7065,1
1.0,3,3995,-73.9823,40.7424,2
1.0,1,2050,-73.9594,40.6369,1
1.0,1,2000,-73.9305,40.6978,2
2.0,2,2700,-73.9412,40.8322,1
1.0,0,2175,-73.9407,40.7463,3
2.5,3,15000,-73.9565,40.7802,1
1.0,2,3600,-73.9964,40.7198,1
1.0,1,2900,-73.9533,40.771,1
1.0,1,3795,-73.9803,40.7853,1
1.0,0,1750,-73.9543,40.822,2
2.0,4,6000,-73.9727,40.7436,1
1.0,1,3499,-73.9964,40.7198,1
1.0,2,3495,-73.9478,40.773,1
2.0,3,10000,-73.9568,40.7802,1
1.0,1,2750,-73.9581,40.7697,1
1.0,1,3650,-73.9748,40.7481,1
1.0,1,2000,-73.9609,40.7629,2
2.0,2,4900,-73.9894,40.7735,1
1.0,0,3095,-73.9957,40.7465,1
1.0,1,5350,-74.0047,40.7334,1
1.0,0,2100,-73.9785,40.7268,1
1.0,2,4975,-73.9893,40.774,1
1.0,1,2900,-73.9656,40.7575,1
1.0,2,3495,-73.9901,40.7601,1
1.0,0,2775,-74.0095,40.7054,1
1.0,0,3495,-73.9523,40.7912,1
1.0,2,2849,-73.7001,40.6592,1
1.0,3,3000,-74.0097,40.7077,3
1.0,2,4156,-73.9769,40.7291,1
1.0,1,3050,-74.0065,40.7081,1
1.0,3,2100,-73.8503,40.8824,2
1.0,2,2100,-73.94,40.8223,2
1.0,1,2580,-73.9274,40.704,1
1.0,1,2050,-73.9404,40.8294,2
1.0,1,2100,-73.9397,40.8433,1
1.0,0,3466,-74.0083,40.7068,1
1.0,2,3500,-73.9765,40.7489,1
2.0,4,8495,-74.001,40.736,1
1.0,0,1500,-73.9445,40.8333,1
1.0,1,2400,-73.94800000000002,40.7723,1
1.0,1,2095,-73.96340000000002,40.7998,1
